ID_Vente,ID_Produit,Quantité_Vendue,Date_Vente,ID_Client,Montant_Total,Délai_Livraison_Jours,Score_Satisfaction,Méthode_Expédition,Canal_Achat,Pays_Vente
V0305,P649,3,2021-12-10,C786,567,12,3.644840224025481,Standard,Revendeur,Corée
V0306,P990,5,2021-03-26,C784,9995,18,4.254685900583218,Express,En ligne,Allemagne
V0307,P1266,3,2021-04-15,C857,1197,23,1.572623122160456,Standard,Magasin,Chine
V0308,P593,2,2021-03-22,C727,5998,16,1.8813967702682475,Standard,En ligne,Corée
V0309,P676,1,2021-06-11,C260,399,10,2.7935194051050893,Standard,Magasin,USA
V0310,P552,4,2021-09-07,C223,4396,23,1.5735385333769978,Standard,En ligne,France
V0311,P1011,2,2021-02-25,C736,1998,5,4.967045505087356,Express,En ligne,USA
V0312,P697,5,2021-01-05,C359,10995,23,1.7368415848403727,Standard,Revendeur,Allemagne
V0313,P473,4,2021-05-21,C136,11996,1,1.8311952767331259,Standard,En ligne,Allemagne
V0314,P359,1,2021-01-15,C803,189,11,1.364109226172912,Express,Revendeur,Corée
V0315,P1058,2,2021-11-15,C721,998,1,4.670573944787025,Express,Revendeur,Corée
V0316,P1393,2,2021-02-14,C230,5998,4,1.251830247610271,Standard,En ligne,Corée
V0317,P1659,1,2021-09-03,C605,189,3,2.8762271714939867,Standard,Magasin,Chine
V0318,P1880,3,2021-08-15,C336,5997,12,2.82202987813916,Express,Revendeur,Allemagne
V0319,P158,2,2021-05-05,C244,998,27,1.7319390852514807,Express,Magasin,USA
V0320,P500,1,2021-03-13,C824,1999,9,1.0392271152488943,Express,Revendeur,Allemagne
V0321,P032,3,2021-06-13,C286,3297,7,2.4704483540630235,Standard,En ligne,Corée
V0322,P1891,3,2021-07-09,C485,2997,26,2.81282095140514,Standard,En ligne,France
V0323,P530,2,2021-03-28,C715,3998,5,4.141721759657707,Express,En ligne,USA
V0324,P1025,2,2021-11-02,C577,1298,15,1.5045905285595316,Standard,Magasin,Corée
V0325,P1019,2,2021-11-26,C847,378,3,1.0659000023905385,Express,Magasin,Corée
V0326,P831,4,2021-05-04,C401,3996,12,4.038910562412136,Express,Magasin,Allemagne
V0327,P666,2,2021-11-07,C688,798,7,2.00837134538785,Express,En ligne,Allemagne
V0328,P1092,2,2021-04-14,C727,2198,14,4.151539298836638,Standard,En ligne,Chine
V0329,P019,2,2021-10-29,C220,378,20,1.1273779471974512,Express,Magasin,Chine
V0330,P1756,2,2021-07-30,C183,798,20,2.8896368035337128,Standard,En ligne,USA
V0331,P1711,4,2021-12-28,C596,3996,30,2.708735232855385,Express,Magasin,France
V0332,P1040,4,2021-08-04,C390,7996,16,4.214532674584925,Express,Magasin,Allemagne
V0333,P714,1,2021-01-04,C560,199,24,1.2061541356096441,Express,Magasin,Chine
V0334,P108,2,2021-01-18,C254,998,25,3.7868032215599015,Standard,Revendeur,USA
V0335,P062,5,2021-03-04,C987,5495,30,1.197586217093758,Express,Revendeur,France
V0336,P048,5,2021-07-13,C581,2495,5,3.331417161420845,Express,Magasin,Corée
V0337,P199,5,2021-09-28,C451,945,27,3.283743157699224,Express,Magasin,France
V0338,P1859,3,2021-09-14,C261,567,12,2.8646726561047533,Standard,Magasin,Corée
V0339,P313,2,2021-03-31,C493,5998,1,1.421611453043611,Express,Magasin,Corée
V0340,P1209,4,2021-11-02,C818,756,25,4.33233249334652,Express,En ligne,USA
V0341,P155,3,2021-06-14,C356,1947,14,2.873418812999264,Express,Magasin,France
V0342,P850,2,2021-05-21,C532,3998,4,1.242347128386886,Express,Revendeur,France
V0343,P1869,2,2021-02-20,C278,378,23,1.9852777269200432,Standard,Revendeur,France
V0344,P734,4,2021-04-02,C868,796,8,1.537391824943732,Express,Revendeur,Allemagne
V0345,P1758,2,2021-11-05,C845,998,23,2.0820386464801808,Standard,Revendeur,Allemagne
V0346,P1016,2,2021-07-29,C437,798,8,3.6434920544919995,Express,Magasin,Allemagne
V0347,P1988,1,2021-12-02,C637,499,13,3.441917097385212,Express,En ligne,France
V0348,P676,2,2021-06-28,C947,798,20,1.562509809962847,Express,Revendeur,Chine
V0349,P421,4,2021-04-29,C189,3996,5,4.527970474773708,Standard,Revendeur,France
V0350,P825,4,2021-10-07,C444,2596,23,3.993270959517627,Standard,En ligne,Allemagne
V0351,P1987,3,2021-10-29,C255,6597,3,4.090424202731573,Express,Magasin,France
V0352,P1188,1,2021-12-15,C846,499,16,4.637762927390498,Express,En ligne,France
V0353,P990,3,2021-08-21,C439,5997,4,2.4672024579310716,Express,Revendeur,USA
V0354,P605,5,2021-07-31,C131,3245,8,1.1660469994383926,Standard,En ligne,USA
V0355,P1936,1,2021-05-20,C322,399,19,4.511027603529303,Express,Magasin,Allemagne
V0356,P1661,1,2021-03-27,C900,999,4,2.8964737667369413,Express,Revendeur,Corée
V0357,P270,3,2021-06-07,C150,5997,14,4.997171803774945,Standard,Revendeur,Corée
V0358,P288,5,2021-03-03,C600,2495,4,4.741042341974014,Standard,Magasin,Chine
V0359,P304,1,2021-12-30,C654,199,27,3.408428653531493,Standard,En ligne,France
V0360,P254,5,2021-03-29,C584,995,21,4.728945613681532,Express,Magasin,USA
V0361,P1327,1,2021-08-16,C396,2199,21,2.667972527099856,Standard,Magasin,Chine
V0362,P034,4,2021-11-10,C770,796,2,3.6782075946587116,Express,Magasin,Allemagne
V0363,P1476,4,2021-05-08,C685,1596,17,1.8837751383551917,Express,En ligne,Corée
V0364,P1975,2,2021-12-03,C173,1298,12,1.0472952641097102,Standard,Magasin,Chine
V0365,P1935,2,2021-03-14,C305,1298,6,1.5337131297992128,Express,Revendeur,Chine
V0366,P797,1,2021-07-12,C706,2199,29,4.080440879525044,Express,Magasin,USA
V0367,P999,2,2021-06-28,C114,378,26,4.448102061613943,Express,Magasin,Corée
V0368,P1565,1,2021-09-21,C521,649,21,3.7961975487243147,Express,En ligne,USA
V0369,P1324,5,2021-08-14,C997,995,30,3.952567123290067,Standard,Magasin,Corée
V0370,P1359,4,2021-03-13,C112,756,24,1.1880731788408876,Express,En ligne,Allemagne
V0371,P1156,3,2021-03-28,C210,1197,26,1.6324259198559599,Standard,En ligne,France
V0372,P1360,3,2021-12-28,C470,5997,19,4.1467587666297065,Standard,Revendeur,USA
V0373,P971,2,2021-10-08,C749,1998,15,4.722969994318728,Standard,Revendeur,Chine
V0374,P1687,1,2021-08-26,C725,2199,30,4.78508771367815,Express,Revendeur,Corée
V0375,P076,2,2021-09-28,C217,798,8,4.944313124623951,Express,En ligne,USA
V0376,P1949,3,2021-06-29,C312,567,20,4.301107004885161,Standard,Magasin,Allemagne
V0377,P057,2,2021-10-06,C427,4398,20,1.1580081659795027,Express,Magasin,Corée
V0378,P757,3,2021-02-19,C224,6597,11,2.054133396490084,Standard,Magasin,Corée
V0379,P1050,5,2021-02-05,C200,9995,8,3.324891881134872,Express,Revendeur,Chine
V0380,P787,2,2021-02-09,C466,4398,1,4.577323097270539,Standard,Revendeur,Allemagne
V0381,P1583,5,2021-03-10,C149,14995,25,2.811370390261871,Express,En ligne,Corée
V0382,P1063,3,2021-02-14,C371,8997,5,3.564215941397766,Standard,Revendeur,Corée
V0383,P223,5,2021-07-18,C789,14995,12,2.844597511590239,Standard,Magasin,USA
V0384,P1069,5,2021-09-01,C233,945,16,3.3569060762424034,Express,Revendeur,USA
V0385,P004,1,2021-01-25,C780,199,14,2.1437021207964833,Standard,Magasin,USA
V0386,P1067,3,2021-02-04,C772,6597,18,2.757044853923943,Standard,En ligne,Corée
V0387,P138,1,2021-09-14,C373,499,17,4.516757651751543,Standard,Magasin,Corée
V0388,P1082,2,2021-04-26,C275,2198,18,2.0123095339588537,Standard,Magasin,France
V0389,P090,1,2021-08-17,C430,1999,17,1.5336848107787322,Standard,Magasin,France
V0390,P1975,2,2021-08-20,C961,1298,3,1.934247372487409,Express,Magasin,Allemagne
V0391,P497,4,2021-04-12,C800,8796,29,3.1281116975157452,Express,Revendeur,Chine
V0392,P475,5,2021-05-22,C859,3245,23,4.790658261672942,Express,Revendeur,Corée
V0393,P1153,1,2021-02-22,C596,2999,14,4.3721554976783255,Standard,Magasin,Chine
V0394,P120,4,2021-08-19,C167,7996,11,3.2835943240134426,Standard,Magasin,USA
V0395,P272,1,2021-12-29,C685,1099,19,2.724965626658047,Standard,Magasin,Corée
V0396,P1648,3,2021-02-04,C520,1497,19,1.7830184924683703,Standard,Magasin,Allemagne
V0397,P1229,4,2021-07-16,C240,756,2,2.99019350141318,Express,Magasin,Corée
V0398,P1972,2,2021-05-21,C827,2198,19,4.165748725982375,Standard,En ligne,France
V0399,P1976,4,2021-10-02,C434,1596,19,3.544631308535369,Express,En ligne,USA
V0400,P795,4,2021-10-06,C514,2596,6,1.5622601530512332,Express,Magasin,USA
V0401,P1750,3,2021-12-26,C391,5997,27,4.933700363623236,Express,En ligne,Allemagne
V0402,P1323,1,2021-10-02,C620,2999,21,4.1378393101827875,Standard,Magasin,USA
V0403,P1873,1,2021-12-11,C711,2999,16,4.273909236185638,Express,Magasin,Allemagne
V0404,P1371,2,2021-06-12,C480,1998,27,3.656557271320908,Express,Revendeur,Corée
V0405,P650,4,2021-01-17,C893,7996,20,1.694771130923308,Standard,Magasin,USA
V0406,P1836,5,2021-05-12,C597,1995,2,2.5783226710786624,Standard,Magasin,Allemagne
V0407,P1717,3,2021-04-19,C720,6597,4,2.890441991691736,Standard,En ligne,USA
V0408,P1883,2,2021-05-06,C482,5998,3,1.0620974404509758,Standard,En ligne,Chine
V0409,P931,4,2021-10-28,C401,3996,29,1.3720261676034755,Express,Revendeur,France
V0410,P1079,4,2021-10-10,C735,756,23,4.586159157279864,Express,En ligne,Corée
V0411,P1887,5,2021-11-08,C925,10995,10,4.146082372625687,Express,Magasin,France
V0412,P1316,3,2021-06-03,C178,1197,20,1.3026790859221005,Express,Magasin,Chine
V0413,P110,1,2021-05-24,C825,1999,7,2.6647280005883585,Standard,Magasin,Chine
V0414,P1243,5,2021-08-17,C701,14995,1,4.481076139991285,Express,Revendeur,Chine
V0415,P392,5,2021-02-10,C658,5495,7,3.928866070028196,Express,En ligne,Chine
V0416,P584,1,2021-10-05,C474,199,15,3.3128601887756783,Standard,Revendeur,USA
V0417,P464,4,2021-07-22,C870,796,7,3.3073800463497487,Express,Revendeur,Allemagne
V0418,P131,3,2021-06-09,C465,2997,18,1.755041106539339,Standard,Magasin,USA
V0419,P919,5,2021-06-06,C367,945,28,1.8171229942038374,Standard,En ligne,France
V0420,P208,4,2021-01-24,C922,1996,16,3.2314054480440175,Standard,En ligne,Chine
V0421,P1222,2,2021-09-10,C443,2198,8,1.6289823253004507,Standard,Magasin,France
V0422,P671,3,2021-04-16,C282,2997,16,4.976961975334964,Express,Revendeur,USA
V0423,P1955,5,2021-06-25,C977,3245,29,3.0057272329262386,Standard,En ligne,France
V0424,P451,4,2021-07-11,C742,3996,16,2.6080280359127683,Express,En ligne,USA
V0425,P1592,3,2021-12-21,C181,3297,22,1.7271665617647907,Express,Revendeur,Allemagne
V0426,P306,5,2021-09-11,C584,1995,18,3.9410527779596154,Express,Magasin,USA
V0427,P132,2,2021-01-21,C523,2198,1,2.7806092518971512,Standard,En ligne,USA
V0428,P1494,5,2021-08-08,C840,995,22,2.8133262024961616,Express,En ligne,Corée
V0429,P120,5,2021-07-17,C274,9995,24,3.757457668710464,Standard,En ligne,Allemagne
V0430,P1980,4,2021-09-27,C269,7996,23,4.36216905790223,Express,Magasin,Corée
V0431,P1309,5,2021-05-21,C174,945,21,4.973026160874126,Express,En ligne,Allemagne
V0432,P1707,2,2021-10-26,C325,4398,20,4.463484093539492,Express,Revendeur,Chine
V0433,P1001,3,2021-09-24,C372,2997,3,4.290087942715642,Express,En ligne,USA
V0434,P1440,4,2021-06-07,C905,7996,4,4.679105361828105,Express,Revendeur,USA
V0435,P260,1,2021-07-09,C216,1999,1,2.7384502355766625,Express,Magasin,Corée
V0436,P817,3,2021-06-19,C571,6597,22,4.348685039348078,Express,Revendeur,Corée
V0437,P1707,3,2021-07-30,C499,6597,18,1.7122753276800133,Express,Magasin,Corée
V0438,P1883,1,2021-09-08,C152,2999,28,1.838761521406557,Express,En ligne,Allemagne
V0439,P181,5,2021-05-06,C745,4995,7,2.782774362737647,Standard,Revendeur,France
V0440,P346,3,2021-10-09,C597,1197,18,3.333263793807152,Standard,Revendeur,Corée
V0441,P887,3,2021-04-06,C229,6597,29,1.788641170485199,Standard,En ligne,Allemagne
V0442,P1128,4,2021-10-26,C274,1996,4,4.1513268239401135,Express,Revendeur,Allemagne
V0443,P1878,4,2021-12-14,C511,1996,29,2.5983341225304404,Standard,Magasin,USA
V0444,P968,4,2021-12-23,C411,1996,26,4.955428297096441,Standard,En ligne,Corée
V0445,P115,4,2021-05-10,C122,2596,28,3.769043324099424,Express,Revendeur,Allemagne
V0446,P377,2,2021-02-02,C594,4398,9,3.660812971012739,Standard,Revendeur,USA
V0447,P473,1,2021-01-20,C449,2999,15,1.354852354682146,Express,Magasin,USA
V0448,P1763,5,2021-01-01,C558,14995,2,4.806230573611211,Express,En ligne,USA
V0449,P1912,3,2021-03-13,C794,3297,29,3.4488248242757567,Express,Magasin,Chine
V0450,P1695,4,2021-04-03,C568,2596,19,4.137333915515847,Standard,Revendeur,USA
V0451,P1786,3,2021-10-26,C941,1197,11,2.9189429137755374,Express,En ligne,France
V0452,P1579,1,2021-09-19,C414,189,9,3.5590008299131,Standard,Revendeur,Allemagne
V0453,P176,5,2021-08-24,C639,1995,7,4.290773187466952,Express,Revendeur,Corée
V0454,P1217,3,2021-12-05,C440,6597,25,3.59295338931748,Standard,En ligne,Corée
V0455,P1308,5,2021-08-14,C450,2495,30,4.439393359209808,Express,Magasin,Allemagne
V0456,P1918,2,2021-07-17,C909,998,26,2.972864094244948,Express,Revendeur,Chine
V0457,P1630,3,2021-09-13,C862,5997,23,4.634175836813608,Standard,En ligne,Chine
V0458,P1445,5,2021-11-18,C995,3245,26,1.8034124789509018,Standard,Magasin,USA
V0459,P624,2,2021-08-13,C815,398,7,2.61305481487244,Express,En ligne,USA
V0460,P1770,4,2021-11-01,C996,7996,9,3.8693234067486397,Express,En ligne,Allemagne
V0461,P844,3,2021-06-06,C520,597,30,4.735123545961343,Standard,En ligne,Corée
V0462,P269,5,2021-10-22,C232,945,11,4.620237720065134,Express,Revendeur,Allemagne
V0463,P1384,4,2021-11-17,C855,796,14,1.6476228331386493,Express,En ligne,France
V0464,P896,5,2021-10-16,C624,1995,18,1.5080814448716375,Express,Magasin,USA
V0465,P1125,4,2021-01-18,C914,2596,22,2.276928986536449,Standard,Magasin,Allemagne
V0466,P334,3,2021-10-07,C534,597,9,3.5089717635225885,Express,Revendeur,Allemagne
V0467,P759,4,2021-12-25,C506,756,3,2.693906636760106,Express,En ligne,Corée
V0468,P990,3,2021-09-27,C973,5997,4,2.881978086279867,Express,En ligne,Allemagne
V0469,P1550,3,2021-07-12,C622,5997,3,3.299209439021259,Express,Revendeur,USA
V0470,P548,1,2021-10-07,C417,499,19,2.158341690719326,Express,En ligne,Chine
V0471,P1320,5,2021-05-23,C894,9995,5,3.2461588411394624,Standard,Revendeur,USA
V0472,P1469,2,2021-10-14,C723,378,30,2.167027718621687,Standard,Magasin,Corée
V0473,P1351,1,2021-08-22,C777,999,4,2.248606371903212,Express,Revendeur,Corée
V0474,P1287,4,2021-12-09,C243,8796,26,2.504992100196279,Express,En ligne,Allemagne
V0475,P987,5,2021-01-17,C263,10995,24,4.209305200774567,Express,Magasin,Chine
V0476,P1379,1,2021-09-14,C585,189,24,1.2880581441646992,Express,Revendeur,Corée
V0477,P1615,5,2021-12-28,C850,3245,13,1.6076850399510163,Express,Revendeur,France
V0478,P043,4,2021-10-18,C275,11996,23,2.5894754854790527,Express,Magasin,France
V0479,P1288,1,2021-08-30,C960,499,5,1.6951585268963512,Express,Magasin,USA
V0480,P820,1,2021-05-25,C314,1999,25,2.101734917530683,Standard,En ligne,Corée
V0481,P291,2,2021-07-18,C674,1998,6,2.762111942392173,Standard,En ligne,France
V0482,P1616,2,2021-04-13,C463,798,1,3.2434017473868724,Standard,Magasin,France
V0483,P626,4,2021-09-17,C498,1596,23,1.1581293668060244,Express,Magasin,Chine
V0484,P1181,3,2021-07-06,C719,2997,12,3.4978254888728184,Standard,En ligne,France
V0485,P1793,1,2021-05-26,C142,2999,6,4.842720820381503,Standard,En ligne,Corée
V0486,P822,5,2021-11-18,C369,5495,3,1.7990342721746662,Express,Magasin,Corée
V0487,P107,2,2021-05-03,C342,4398,27,4.605776588692688,Express,En ligne,France
V0488,P393,1,2021-10-30,C709,2999,11,3.8019847930995,Standard,Revendeur,USA
V0489,P1184,5,2021-03-08,C482,995,17,1.1872991266671855,Standard,Magasin,Allemagne
V0490,P517,5,2021-10-01,C574,10995,9,2.890526748331405,Express,Magasin,France
V0491,P122,4,2021-04-23,C529,4396,15,1.5342969532476696,Standard,Magasin,Chine
V0492,P1551,1,2021-02-19,C350,999,22,3.0487067060434576,Standard,En ligne,Corée
V0493,P1194,3,2021-04-03,C828,597,12,2.603045738994981,Express,Magasin,Allemagne
V0494,P1776,5,2021-06-22,C958,1995,11,4.695648148959501,Standard,Magasin,Allemagne
V0495,P438,4,2021-01-25,C599,1996,22,3.8790075061742226,Standard,En ligne,Chine
V0496,P662,4,2021-04-30,C344,4396,4,3.934926749889726,Standard,En ligne,Chine
V0497,P831,5,2021-03-29,C456,4995,21,4.818477773017763,Express,Revendeur,France
V0498,P1020,2,2021-12-02,C863,3998,18,1.3796266392990848,Express,En ligne,Corée
V0499,P1340,1,2021-07-28,C788,1999,5,3.8341267886184442,Standard,Magasin,USA
V0500,P1956,5,2021-02-06,C419,1995,29,1.9708691764644874,Express,Revendeur,Allemagne
V0501,P616,2,2021-01-10,C845,798,30,4.245943739940821,Express,Revendeur,France
V0502,P1252,2,2021-12-16,C938,2198,17,1.5828991481439694,Standard,Revendeur,Chine
V0503,P805,5,2021-11-06,C266,3245,2,1.3153220355054418,Express,En ligne,Corée
V0504,P071,5,2021-01-21,C809,4995,11,2.0320278235192006,Express,Revendeur,Corée
V0505,P247,5,2021-06-07,C775,10995,10,1.95112600642035,Standard,Magasin,USA
V0506,P220,5,2021-09-11,C967,9995,12,4.554682302536969,Express,En ligne,Chine
V0507,P079,3,2021-06-25,C362,567,28,2.8697670161616995,Express,Magasin,Allemagne
V0508,P935,5,2021-01-30,C203,3245,11,3.011509746189284,Express,Magasin,France
V0509,P722,2,2021-06-19,C152,2198,26,1.2638617923552142,Standard,Revendeur,Corée
V0510,P1376,5,2021-05-19,C805,1995,19,2.807890509560446,Standard,En ligne,USA
V0511,P164,1,2021-06-21,C445,199,27,2.2649757649701687,Express,Magasin,France
V0512,P952,4,2021-12-27,C461,4396,5,3.47141108864514,Express,Magasin,USA
V0513,P1067,3,2021-05-12,C681,6597,24,3.9441333266599647,Express,Magasin,Chine
V0514,P249,3,2021-02-07,C658,567,11,3.499634911723666,Express,En ligne,Chine
V0515,P384,4,2021-10-28,C837,796,21,2.982033816761098,Express,Magasin,Allemagne
V0516,P1882,5,2021-08-12,C475,5495,10,1.0840002678073257,Express,Magasin,Corée
V0517,P1869,5,2021-03-06,C866,945,27,3.2094914790467595,Express,En ligne,Allemagne
V0518,P1459,5,2021-01-18,C832,945,16,3.968690657635696,Express,En ligne,Chine
V0519,P225,1,2021-09-03,C859,649,4,1.5083955949740777,Standard,Revendeur,USA
V0520,P1149,1,2021-09-25,C322,189,6,1.1809278926457845,Express,Revendeur,Allemagne
V0521,P1489,5,2021-11-12,C549,945,10,1.4476738557095241,Standard,Magasin,Corée
V0522,P1312,4,2021-06-01,C262,4396,19,1.463886409088222,Express,En ligne,Corée
V0523,P966,5,2021-09-08,C156,1995,29,3.2302925730099106,Express,En ligne,France
V0524,P585,3,2021-09-27,C531,1947,2,1.2182963226077597,Express,Magasin,France
V0525,P936,2,2021-02-01,C904,798,15,1.9991384848284093,Standard,Revendeur,Chine
V0526,P246,1,2021-08-15,C958,399,17,3.3847089265170798,Express,En ligne,France
V0527,P1189,4,2021-12-23,C878,756,7,2.4479695138297104,Express,Revendeur,USA
V0528,P966,3,2021-04-30,C182,1197,1,1.4556436610588674,Standard,Revendeur,USA
V0529,P1127,2,2021-10-29,C431,4398,5,4.740627949244189,Standard,En ligne,Chine
V0530,P570,1,2021-05-17,C783,1999,22,4.2168877913968075,Express,Magasin,Chine
V0531,P659,3,2021-11-29,C400,567,14,3.307638901459281,Express,En ligne,Chine
V0532,P1711,5,2021-02-16,C195,4995,24,3.7615454700781026,Express,Revendeur,Corée
V0533,P1889,4,2021-09-06,C827,756,17,3.718550172024624,Standard,Magasin,France
V0534,P419,5,2021-12-24,C196,945,18,3.94330752948246,Express,En ligne,Allemagne
V0535,P1237,1,2021-08-21,C921,2199,13,1.600794330331357,Standard,Revendeur,Allemagne
V0536,P1211,2,2021-02-03,C876,1998,20,2.626851619179102,Express,Magasin,USA
V0537,P1864,1,2021-02-06,C542,199,22,1.568133412281397,Express,En ligne,Allemagne
V0538,P040,3,2021-01-31,C780,5997,23,3.9114658597749954,Express,Magasin,France
V0539,P1359,2,2021-05-27,C869,378,27,3.0698046814541256,Express,Revendeur,France
V0540,P1933,3,2021-01-14,C166,8997,3,4.44690462785255,Express,Magasin,USA
V0541,P573,5,2021-05-07,C769,14995,13,2.4538185300833044,Standard,Magasin,France
V0542,P057,4,2021-09-19,C849,8796,30,4.8213222786489425,Express,Magasin,Allemagne
V0543,P520,2,2021-10-08,C878,3998,17,3.6075483549591385,Standard,En ligne,Chine
V0544,P018,5,2021-12-28,C539,2495,25,3.073401911016605,Standard,En ligne,Corée
V0545,P1240,1,2021-03-10,C121,1999,27,3.4135347025842475,Standard,Revendeur,Chine
V0546,P1042,5,2021-03-01,C975,5495,19,2.8271504000725156,Standard,Magasin,Corée
V0547,P535,4,2021-12-02,C742,2596,12,2.8453172002454226,Express,Revendeur,Corée
V0548,P1417,2,2021-01-24,C766,4398,13,2.2395352828179083,Express,En ligne,USA
V0549,P1745,3,2021-10-12,C851,1947,29,2.377149297453194,Standard,En ligne,USA
V0550,P1491,4,2021-01-05,C768,3996,25,3.2027802307086066,Standard,En ligne,USA
V0551,P824,1,2021-04-10,C969,199,18,4.781107528803625,Standard,Magasin,Chine
V0552,P1600,3,2021-06-02,C963,5997,7,4.605549767514187,Standard,En ligne,France
V0553,P1715,5,2021-10-16,C286,3245,14,3.2104226956691426,Express,Magasin,Chine
V0554,P1686,4,2021-04-22,C142,1596,26,1.1486062682693738,Standard,Revendeur,France
V0555,P005,2,2021-06-01,C700,1298,28,2.8750406088025064,Express,Magasin,Chine
V0556,P972,2,2021-11-02,C317,2198,1,1.9327468872376574,Express,Magasin,France
V0557,P513,4,2021-11-15,C593,11996,27,3.49287667292999,Standard,Revendeur,Corée
V0558,P504,5,2021-08-11,C908,995,26,2.358535398901005,Standard,Magasin,USA
V0559,P729,3,2021-10-30,C415,567,8,1.7333579289481977,Standard,Magasin,USA
V0560,P118,2,2021-07-14,C305,998,6,1.6709595247189295,Express,Magasin,Corée
V0561,P1861,3,2021-01-19,C391,2997,23,4.945329586034944,Express,En ligne,Chine
V0562,P1654,1,2021-08-21,C312,199,14,4.722827095261926,Express,En ligne,USA
V0563,P1375,4,2021-08-18,C441,2596,13,4.947110399060712,Express,En ligne,Allemagne
V0564,P1083,1,2021-01-06,C580,2999,16,1.942924151098064,Standard,En ligne,USA
V0565,P1248,4,2021-07-27,C952,1996,20,3.4318054372533844,Standard,Magasin,Chine
V0566,P677,2,2021-12-29,C882,4398,14,4.4246431362225795,Express,Magasin,France
V0567,P1210,5,2021-04-23,C447,9995,16,4.840121394703351,Standard,Revendeur,Allemagne
V0568,P1431,5,2021-05-02,C465,4995,30,2.3143457513481893,Express,Magasin,Allemagne
V0569,P1656,5,2021-09-14,C339,1995,10,1.672196621898736,Standard,Magasin,France
V0570,P1471,1,2021-08-10,C994,999,16,3.2337153595608927,Standard,Magasin,USA
V0571,P1871,3,2021-07-31,C942,2997,27,4.0146544784736395,Express,Revendeur,Allemagne
V0572,P1583,3,2021-03-11,C591,8997,29,4.999865061000885,Standard,Magasin,Chine
V0573,P376,3,2021-08-01,C544,1197,17,2.400206050599958,Standard,Magasin,France
V0574,P624,3,2021-08-28,C159,597,2,4.020594322582875,Express,Magasin,USA
V0575,P1458,2,2021-01-22,C399,998,21,3.720946344581623,Standard,Revendeur,Corée
V0576,P820,3,2021-08-15,C715,5997,15,4.894315248582365,Express,Revendeur,France
V0577,P1455,3,2021-04-09,C305,1947,6,1.9220231206295786,Express,Magasin,France
V0578,P1878,2,2021-07-14,C702,998,2,4.943979264543398,Standard,En ligne,France
V0579,P1275,3,2021-02-15,C571,1947,21,3.0301924025918563,Express,Magasin,Allemagne
V0580,P1733,1,2021-09-15,C716,2999,20,2.7663265621573396,Express,Revendeur,Allemagne
V0581,P1769,1,2021-06-29,C276,189,21,1.764634437816547,Express,Magasin,Allemagne
V0582,P1761,4,2021-09-16,C241,3996,1,3.9653453905522067,Express,En ligne,USA
V0583,P1425,1,2021-03-11,C812,649,23,3.8297059439241803,Express,Magasin,Chine
V0584,P1981,2,2021-11-03,C648,1998,4,4.776278349381871,Standard,Magasin,France
V0585,P206,5,2021-11-09,C559,1995,23,1.0790082549155358,Standard,En ligne,France
V0586,P144,1,2021-11-17,C473,199,11,3.1564120193586405,Standard,Magasin,Allemagne
V0587,P680,1,2021-11-23,C361,1999,30,4.48495043968622,Express,Magasin,Allemagne
V0588,P945,4,2021-02-14,C620,2596,4,2.030593010070345,Express,Magasin,Chine
V0589,P1485,1,2021-10-05,C253,649,17,1.0102943692263908,Express,Magasin,Corée
V0590,P302,2,2021-08-12,C793,2198,2,3.409190694860359,Express,Magasin,Corée
V0591,P1757,5,2021-04-27,C713,10995,24,3.3512045726519744,Express,En ligne,Allemagne
V0592,P1514,5,2021-05-27,C216,995,23,4.312115271450832,Standard,Revendeur,Allemagne
V0593,P1644,2,2021-07-03,C831,398,23,1.2201793786387363,Express,Magasin,USA
V0594,P1325,2,2021-10-28,C579,1298,18,3.0640601788979227,Express,Magasin,France
V0595,P724,4,2021-12-06,C562,796,7,3.109658648454564,Standard,En ligne,France
V0596,P926,2,2021-12-04,C192,798,14,3.456845527397646,Standard,Revendeur,Chine
V0597,P357,5,2021-07-06,C923,10995,18,2.306485092163847,Standard,En ligne,Allemagne
V0598,P466,3,2021-05-29,C837,1197,11,4.477620335944136,Express,Revendeur,Corée
V0599,P223,2,2021-08-15,C801,5998,16,3.4364453033423965,Standard,En ligne,Chine
V0600,P794,1,2021-03-31,C984,199,20,1.723173167293794,Express,Magasin,Corée
V0601,P625,2,2021-05-04,C616,1298,10,2.1769775116574555,Express,Revendeur,Corée
V0602,P455,2,2021-05-25,C911,1298,15,3.266990841971826,Express,En ligne,Allemagne
V0603,P1014,4,2021-08-03,C399,796,6,4.16392827163167,Standard,Revendeur,Corée
V0604,P1898,2,2021-03-28,C776,998,14,3.1923028065716714,Standard,Magasin,France
V0605,P1569,5,2021-09-26,C961,945,3,1.7046973728945556,Standard,Magasin,Chine
V0606,P025,4,2021-05-24,C617,2596,12,1.7784734170024934,Standard,Magasin,France
V0607,P1606,1,2021-10-24,C648,399,20,1.9303568213956548,Express,Magasin,USA
V0608,P1272,1,2021-02-08,C545,1099,2,2.487155130394975,Express,Magasin,Chine
V0609,P1793,4,2021-05-17,C747,11996,8,3.344737730654178,Standard,En ligne,Allemagne
V0610,P1819,3,2021-03-06,C762,567,29,4.1902379007138695,Express,En ligne,Corée
V0611,P1007,1,2021-03-17,C672,2199,16,3.291394673198964,Standard,En ligne,France
